Ticker,Name,Series Type,Currency,Country,Units,Scale,Flow,Adjustment,Corporate_History
CPGBRM,United Kingdom Retail Price Index,Consumer Price Indices,United Kingdom Pound,United Kingdom,Index Number,Units,Stock,none,
Date,Ticker,Close
12/31/1209,CPGBRM,0.211248
12/31/1210,CPGBRM,0.211248
12/31/1211,CPGBRM,0.2322401
12/31/1212,CPGBRM,0.2035141
12/31/1213,CPGBRM,0.2035141
12/31/1214,CPGBRM,0.2063943
12/31/1215,CPGBRM,0.2063943
12/31/1216,CPGBRM,0.218399
12/31/1217,CPGBRM,0.218399
12/31/1218,CPGBRM,0.304331
12/31/1219,CPGBRM,0.3078379
12/31/1220,CPGBRM,0.2611138
12/31/1221,CPGBRM,0.3194931
12/31/1222,CPGBRM,0.3194931
12/31/1223,CPGBRM,0.3194931
12/31/1224,CPGBRM,0.2121519
12/31/1225,CPGBRM,0.3359398
12/31/1226,CPGBRM,0.3447977
12/31/1227,CPGBRM,0.3391333
12/31/1228,CPGBRM,0.3391333
12/31/1229,CPGBRM,0.3391333
12/31/1230,CPGBRM,0.3391333
12/31/1231,CPGBRM,0.3391333
12/31/1232,CPGBRM,0.3077473
12/31/1233,CPGBRM,0.2890188
12/31/1234,CPGBRM,0.2890188
12/31/1235,CPGBRM,0.2890188
12/31/1236,CPGBRM,0.2688243
12/31/1237,CPGBRM,0.3149865
12/31/1238,CPGBRM,0.3149865
12/31/1239,CPGBRM,0.3149865
12/31/1240,CPGBRM,0.3149865
12/31/1241,CPGBRM,0.3149865
12/31/1242,CPGBRM,0.3149865
12/31/1243,CPGBRM,0.3149865
12/31/1244,CPGBRM,0.3149865
12/31/1245,CPGBRM,0.2304971
12/31/1246,CPGBRM,0.2670424
12/31/1247,CPGBRM,0.4114365
12/31/1248,CPGBRM,0.4321645
12/31/1249,CPGBRM,0.2532945
12/31/1250,CPGBRM,0.2532945
12/31/1251,CPGBRM,0.2514504
12/31/1252,CPGBRM,0.2778376
12/31/1253,CPGBRM,0.3802319
12/31/1254,CPGBRM,0.259003
12/31/1255,CPGBRM,0.2491324
12/31/1256,CPGBRM,0.2491324
12/31/1257,CPGBRM,0.4414265
12/31/1258,CPGBRM,0.475071
12/31/1259,CPGBRM,0.475071
12/31/1260,CPGBRM,0.475071
12/31/1261,CPGBRM,0.475071
12/31/1262,CPGBRM,0.475071
12/31/1263,CPGBRM,0.3292575
12/31/1264,CPGBRM,0.3343395
12/31/1265,CPGBRM,0.3222549
12/31/1266,CPGBRM,0.3343395
12/31/1267,CPGBRM,0.3343395
12/31/1268,CPGBRM,0.281973
12/31/1269,CPGBRM,0.3343395
12/31/1270,CPGBRM,0.3689866
12/31/1271,CPGBRM,0.3947618
12/31/1272,CPGBRM,0.5235784
12/31/1273,CPGBRM,0.3947623
12/31/1274,CPGBRM,0.3826338
12/31/1275,CPGBRM,0.4027827
12/31/1276,CPGBRM,0.386644
